FDC_ID,Item,Category,Calorias_kcal,Proteinas_g,Carbohidratos_g,GrasaTotal_g,Colesterol_mg,Fibra_g,Agua_g,Alcohol_g,VitaminaC_mg
167857,"Pork, fresh, variety meats and by-products, ears, frozen, raw",Pork Products,234.0,22.45,0.6,15.1,82.0,0.0,61.25,0.0,0.0
167858,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",Pork Products,166.0,15.95,0.2,10.8,90.0,0.0,72.65,0.0,0.0
167859,"Pork, fresh, variety meats and by-products, feet, raw",Pork Products,212.0,23.16,0.0,12.59,88.0,0.0,64.99,0.0,0.0
167860,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",Pork Products,151.0,25.4,0.0,4.7,480.0,0.0,68.7,,10.6
167861,"Pork, fresh, variety meats and by-products, leaf fat, raw",Pork Products,857.0,1.76,0.0,94.16,110.0,0.0,4.09,,0.0
167862,"Pork, fresh, variety meats and by-products, liver, raw",Pork Products,134.0,21.39,2.47,3.65,301.0,0.0,71.06,0.0,25.3
167863,"Pork, fresh, variety meats and by-products, liver, cooked, braised",Pork Products,165.0,26.02,3.76,4.4,355.0,0.0,64.32,0.0,23.6
167864,"Pork, fresh, variety meats and by-products, lungs, raw",Pork Products,85.0,14.08,0.0,2.72,320.0,0.0,79.52,,12.3
167865,"Pork, fresh, variety meats and by-products, spleen, raw",Pork Products,100.0,17.86,0.0,2.59,363.0,0.0,78.43,,28.5
167866,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",Pork Products,149.0,28.2,0.0,3.2,504.0,0.0,66.7,,11.6
167867,"Pork, fresh, variety meats and by-products, stomach, raw",Pork Products,159.0,16.85,0.0,10.14,223.0,0.0,73.5,0.0,0.0
167868,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",Pork Products,222.0,26.38,0.0,12.14,82.0,0.0,61.13,0.0,0.0
167869,"Canadian bacon, unprepared",Pork Products,110.0,20.31,1.34,2.62,48.0,0.0,72.34,0.0,0.0
167870,"Pork, cured, feet, pickled",Pork Products,140.0,11.63,0.01,10.02,83.0,0.0,75.0,0.0,0.0
167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",Pork Products,145.0,20.93,1.5,5.53,53.0,0.0,67.67,0.0,0.0
167872,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",Pork Products,178.0,22.62,0.0,9.02,59.0,0.0,64.54,0.0,0.0
167873,"Pork, cured, ham, patties, unheated",Pork Products,315.0,12.78,1.69,28.19,70.0,0.0,54.4,,0.0
167874,"Pork, cured, ham, steak, boneless, extra lean, unheated",Pork Products,122.0,19.56,0.0,4.25,45.0,0.0,72.24,,32.3
167875,"Pork, cured, ham, whole, separable lean and fat, unheated",Pork Products,246.0,18.49,0.06,18.52,56.0,0.0,59.71,0.0,34.9
167876,"Pork, cured, ham, whole, separable lean only, unheated",Pork Products,147.0,22.32,0.05,5.71,52.0,0.0,68.26,0.0,0.0
167877,"Pork, cured, separable fat (from ham and arm picnic), unheated",Pork Products,579.0,5.68,0.09,61.41,68.0,0.0,31.06,0.0,0.0
167878,"Pork, cured, separable fat (from ham and arm picnic), roasted",Pork Products,591.0,7.64,0.0,61.86,86.0,0.0,28.89,,0.0
167879,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",Pork Products,280.0,20.43,0.0,21.35,58.0,0.0,54.73,0.0,0.0
167880,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",Pork Products,170.0,24.94,0.0,7.04,48.0,0.0,63.86,0.0,0.0
167881,"Pork, fresh, variety meats and by-products, tail, cooked, simmered",Pork Products,396.0,17.0,0.0,35.8,129.0,0.0,46.7,0.0,0.0
167882,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",Pork Products,195.0,29.56,0.0,7.66,78.0,0.0,62.17,0.0,0.0
167883,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",Pork Products,211.0,28.84,0.0,9.73,77.0,0.0,61.14,0.0,0.0
167884,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",Pork Products,256.0,25.02,0.0,16.56,82.0,0.0,58.01,0.0,0.0
167885,"Pork, cured, ham, extra lean and regular, canned, unheated",Pork Products,144.0,17.97,0.0,7.46,38.0,0.0,71.12,0.0,0.0
167886,"Pork, cured, ham, extra lean and regular, canned, roasted",Pork Products,167.0,20.94,0.49,8.43,41.0,0.0,66.52,0.0,0.0
167887,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",Pork Products,196.0,29.36,0.0,7.86,70.0,0.0,62.62,0.0,0.0
167888,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",Pork Products,216.0,18.95,0.0,14.95,67.0,0.0,65.11,,0.5
167889,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",Pork Products,211.0,19.9,0.0,14.01,60.0,0.0,66.15,0.0,0.3
167890,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",Pork Products,255.0,26.29,0.0,15.79,73.0,0.0,58.15,,0.3
167891,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",Pork Products,260.0,27.63,0.0,15.76,82.0,0.0,53.37,,0.3
167892,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",Pork Products,273.0,25.82,0.0,18.05,73.0,0.0,56.34,0.0,0.0
167893,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",Pork Products,224.0,27.68,0.0,11.8,70.0,0.0,60.86,0.0,0.3
167894,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",Pork Products,214.0,28.81,0.0,10.13,83.0,0.0,60.61,,0.4
167895,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",Pork Products,189.0,19.34,0.0,11.82,74.0,0.0,68.22,0.0,0.0
167896,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",Pork Products,273.0,26.49,0.0,17.71,103.0,0.0,53.9,0.0,0.0
167897,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",Pork Products,359.0,21.75,0.0,29.46,91.0,0.0,48.38,0.0,0.3
167898,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",Pork Products,171.0,28.41,0.0,5.47,80.0,0.0,65.78,0.0,0.0
167899,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",Pork Products,170.0,28.19,0.0,5.53,76.0,0.0,65.98,0.0,0.0
167900,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",Pork Products,192.0,29.62,0.0,7.32,84.0,0.0,62.82,0.0,0.0
167901,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",Pork Products,121.0,22.81,0.0,2.59,63.0,0.0,74.3,0.0,0.0
167902,"Pork, fresh, ground, raw",Pork Products,263.0,16.88,0.0,21.19,72.0,0.0,61.06,,0.7
167903,"Pork, fresh, ground, cooked",Pork Products,297.0,25.69,0.0,20.77,94.0,0.0,52.75,0.0,0.7
167904,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",Pork Products,201.0,29.86,0.0,8.11,94.0,0.0,61.09,,1.0
167905,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",Pork Products,147.0,26.04,0.0,3.96,73.0,0.0,69.11,0.0,0.0
167906,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",Pork Products,235.0,26.07,0.0,13.66,83.0,0.0,59.43,0.0,0.1
167907,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",Pork Products,144.0,21.23,0.0,5.88,60.0,0.0,72.23,,0.6
167908,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",Pork Products,211.0,29.47,0.0,9.44,85.0,0.0,60.3,,0.4
167909,"HORMEL, Cure 81 Ham",Pork Products,106.0,18.43,0.21,3.59,51.0,,74.25,,1.6
167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",Pork Products,119.0,18.2,4.63,3.07,46.0,,71.9,,2.7
167911,HORMEL Canadian Style Bacon,Pork Products,122.0,16.88,1.87,4.94,49.0,,72.95,,1.4
167912,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",Pork Products,169.0,28.95,0.0,5.0,75.0,0.0,64.49,0.0,0.0
167913,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",Pork Products,190.0,28.35,0.0,7.66,75.0,0.0,62.52,0.0,0.0
167914,"Pork, cured, bacon, cooked, baked",Pork Products,548.0,35.73,1.35,43.27,107.0,0.0,12.52,0.0,0.0
167915,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",Pork Products,121.0,21.41,0.87,3.56,62.0,0.0,70.92,0.0,0.0
167916,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",Pork Products,95.0,15.43,0.67,3.48,53.0,0.0,77.03,0.0,0.0
167917,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",Pork Products,128.0,20.92,1.2,4.43,65.0,0.0,69.97,0.0,0.0
167918,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",Pork Products,131.0,22.04,1.48,4.3,65.0,0.0,68.58,0.0,0.0
167919,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",Pork Products,137.0,24.14,0.48,4.25,72.0,0.0,67.9,0.0,0.0
167920,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",Pork Products,145.0,24.95,0.34,4.97,74.0,0.0,66.98,0.0,0.0
168110,"Pork, cured, ham, low sodium, lean and fat, cooked",Pork Products,172.0,22.3,0.3,8.3,58.0,0.0,65.1,0.0,0.0
168111,"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",Pork Products,145.0,20.9,1.5,5.5,53.0,0.0,67.7,0.0,0.0
168218,"Pork, fresh, composite of separable fat, with added solution, cooked",Pork Products,585.0,10.06,0.32,60.42,81.0,0.0,28.28,0.0,0.0
168219,"Pork, fresh, carcass, separable lean and fat, raw",Pork Products,376.0,13.91,0.0,35.07,74.0,0.0,49.83,0.0,0.4
168220,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",Pork Products,134.0,21.2,0.0,4.86,64.0,0.0,73.17,0.0,0.2
168221,"Pork, fresh, separable fat, cooked",Pork Products,626.0,7.06,0.0,66.1,79.0,0.0,26.26,0.0,0.0
168222,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",Pork Products,245.0,17.43,0.0,18.87,73.0,0.0,62.47,0.0,0.7
168223,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",Pork Products,273.0,26.83,0.0,17.61,94.0,0.0,55.04,0.0,0.3
168224,"Pork, fresh, leg (ham), whole, separable lean only, raw",Pork Products,136.0,20.48,0.0,5.41,68.0,0.0,72.9,0.0,0.9
168225,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",Pork Products,211.0,29.41,0.0,9.44,94.0,0.0,60.66,0.0,0.4
168226,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw",Pork Products,193.0,19.87,0.0,11.96,67.0,0.0,67.69,0.0,0.0
168227,"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",Pork Products,232.0,25.96,0.0,13.42,91.0,0.0,60.37,0.0,0.0
168228,"Pork, fresh, leg (ham), shank half, separable lean only, raw",Pork Products,119.0,21.66,0.0,2.95,66.0,0.0,74.88,0.0,0.0
168229,"Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted",Pork Products,175.0,28.69,0.0,5.83,93.0,0.0,65.28,0.0,0.0
168230,"Pork, fresh, loin, whole, separable lean only, raw",Pork Products,143.0,21.43,0.0,5.66,59.0,0.0,72.23,0.0,0.6
168231,"Pork, fresh, loin, whole, separable lean only, cooked, braised",Pork Products,204.0,28.57,0.0,9.12,79.0,0.0,61.4,0.0,0.6
168232,"Pork, fresh, loin, whole, separable lean only, cooked, broiled",Pork Products,210.0,28.57,0.0,9.8,79.0,0.0,60.72,0.0,0.7
168233,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",Pork Products,209.0,28.62,0.0,9.63,81.0,0.0,61.02,0.0,0.6
168234,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",Pork Products,143.0,21.22,0.0,5.84,59.0,0.0,72.84,0.0,0.0
168235,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",Pork Products,222.0,28.02,0.0,11.29,87.0,0.0,60.32,0.0,0.0
168236,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled",Pork Products,193.0,24.99,0.0,9.56,78.0,0.0,65.03,0.0,0.0
168237,"Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",Pork Products,217.0,25.7,0.0,11.89,83.0,0.0,62.24,0.0,0.0
168238,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",Pork Products,170.0,20.71,0.0,9.03,69.0,0.0,69.7,0.0,0.0
168239,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",Pork Products,200.0,30.2,0.0,7.86,81.0,0.0,61.79,0.0,0.0
168240,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",Pork Products,180.0,26.76,0.0,7.29,84.0,0.0,65.01,0.0,0.0
168241,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",Pork Products,194.0,28.58,0.0,7.95,75.0,0.0,63.65,0.0,0.0
168242,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",Pork Products,186.0,20.28,0.0,11.04,58.0,0.0,67.83,0.0,0.0
168243,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",Pork Products,208.0,29.03,0.0,9.32,79.0,0.0,61.56,0.0,0.0
168244,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",Pork Products,186.0,25.79,0.0,8.36,66.0,0.0,65.14,0.0,0.0
168245,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",Pork Products,206.0,28.82,0.0,9.21,78.0,0.0,61.44,0.0,0.0
168246,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",Pork Products,168.0,20.48,0.0,8.96,70.0,0.0,70.29,0.0,0.0
168247,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",Pork Products,174.0,29.29,0.0,5.45,88.0,0.0,64.61,0.0,0.0
168248,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",Pork Products,204.0,27.78,0.0,9.44,89.0,0.0,61.74,0.0,0.0
168249,"Pork, fresh, loin, tenderloin, separable lean only, raw",Pork Products,109.0,20.95,0.0,2.17,65.0,0.0,76.0,0.0,0.0
168250,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",Pork Products,143.0,26.17,0.0,3.51,73.0,0.0,69.45,0.0,0.0
168251,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",Pork Products,127.0,22.41,0.0,3.42,66.0,0.0,72.93,0.0,0.0
168252,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",Pork Products,170.0,30.54,0.0,4.34,71.0,0.0,65.14,0.0,0.0
168253,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",Pork Products,173.0,27.58,0.0,6.08,72.0,0.0,65.11,0.0,0.0
168254,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",Pork Products,173.0,27.23,0.0,6.28,79.0,0.0,65.6,0.0,0.0
168255,"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",Pork Products,193.0,18.71,0.0,12.51,63.0,0.0,68.34,0.0,0.0
168256,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",Pork Products,235.0,24.88,0.0,14.33,86.0,0.0,60.03,0.0,0.0
168257,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",Pork Products,317.0,23.47,0.0,24.01,94.0,0.0,52.04,,0.2
168258,"Pork, fresh, shoulder, arm picnic, separable lean only, raw",Pork Products,120.0,20.26,0.0,3.77,62.0,0.0,75.51,0.0,0.0
168259,"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",Pork Products,269.0,23.11,0.0,18.86,86.0,0.0,57.47,0.0,0.7
168260,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",Pork Products,132.0,18.73,0.0,5.71,60.0,0.0,74.31,0.0,0.0
168261,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",Pork Products,233.0,26.57,0.0,13.2,100.0,0.0,58.0,0.0,0.0
168262,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",Pork Products,227.0,26.74,0.0,12.54,94.0,0.0,60.07,0.0,0.3
168263,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",Pork Products,123.0,23.75,0.0,3.09,56.0,0.0,72.38,0.0,0.0
168264,"Pork, fresh, variety meats and by-products, brain, raw",Pork Products,127.0,10.28,0.0,9.21,2195.0,0.0,78.36,,13.5
168265,"Pork, fresh, variety meats and by-products, brain, cooked, braised",Pork Products,138.0,12.14,0.0,9.51,2552.0,0.0,75.88,,14.0
168266,"Pork, fresh, variety meats and by-products, chitterlings, raw",Pork Products,182.0,7.64,0.0,16.61,154.0,0.0,76.11,0.0,1.1
168267,"Pork, fresh, variety meats and by-products, heart, raw",Pork Products,118.0,17.27,1.33,4.36,131.0,0.0,76.21,0.0,5.3
168268,"Pork, fresh, variety meats and by-products, heart, cooked, braised",Pork Products,148.0,23.6,0.4,5.05,221.0,0.0,68.08,,2.0
168269,"Pork, fresh, variety meats and by-products, jowl, raw",Pork Products,655.0,6.38,0.0,69.61,90.0,0.0,22.19,0.0,0.0
168270,"Pork, fresh, variety meats and by-products, kidneys, raw",Pork Products,100.0,16.46,0.0,3.25,319.0,0.0,80.06,,13.3
168271,"Pork, fresh, variety meats and by-products, lungs, cooked, braised",Pork Products,99.0,16.6,0.0,3.1,387.0,0.0,80.0,0.0,7.9
168272,"Pork, fresh, variety meats and by-products, mechanically separated, raw",Pork Products,304.0,15.03,0.0,26.54,77.0,0.0,56.87,,0.7
168273,"Pork, fresh, variety meats and by-products, pancreas, raw",Pork Products,199.0,18.56,0.0,13.24,193.0,0.0,67.18,,15.3
168274,"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",Pork Products,219.0,28.5,0.0,10.8,315.0,0.0,60.3,,5.7
168275,"Pork, fresh, variety meats and by-products, tongue, raw",Pork Products,225.0,16.3,0.0,17.2,101.0,0.0,65.9,0.0,4.4
168276,"Pork, fresh, variety meats and by-products, tongue, cooked, braised",Pork Products,271.0,24.1,0.0,18.6,146.0,0.0,56.9,,1.7
168277,"Pork, cured, bacon, unprepared",Pork Products,393.0,13.66,0.0,37.13,66.0,0.0,46.74,0.0,0.0
168278,"Pork, cured, breakfast strips, raw or unheated",Pork Products,388.0,11.74,0.7,37.16,69.0,0.0,47.41,,27.2
168279,"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",Pork Products,120.0,18.49,0.0,4.56,38.0,0.0,73.52,0.0,0.0
168280,"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted",Pork Products,136.0,21.16,0.52,4.88,30.0,0.0,69.45,0.0,0.0
168281,"Pork, cured, ham, regular (approximately 13% fat), canned, roasted",Pork Products,226.0,20.53,0.42,15.2,62.0,0.0,60.93,,14.0
168282,"Pork, cured, ham, center slice, country-style, separable lean only, raw",Pork Products,195.0,27.8,0.3,8.32,70.0,0.0,55.93,0.0,0.0
168283,"Pork, cured, ham, center slice, separable lean and fat, unheated",Pork Products,203.0,20.17,0.05,12.9,54.0,0.0,63.46,,0.0
168284,"Pork, cured, ham, whole, separable lean only, roasted",Pork Products,157.0,25.05,0.0,5.5,55.0,0.0,65.78,0.0,0.0
168285,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",Pork Products,162.0,30.02,0.0,4.65,74.0,0.0,65.07,0.0,0.0
168286,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",Pork Products,201.0,21.14,0.0,12.96,59.0,0.0,65.15,0.0,0.0
168287,"Pork, cured, salt pork, raw",Pork Products,748.0,5.05,0.0,80.5,86.0,0.0,11.0,0.0,0.0
168288,"Pork, cured, shoulder, blade roll, separable lean and fat, unheated",Pork Products,269.0,16.47,0.0,21.98,53.0,0.0,59.13,,0.3
168289,"Pork, cured, shoulder, blade roll, separable lean and fat, roasted",Pork Products,287.0,17.28,0.37,23.48,67.0,0.0,56.18,0.0,3.2
168290,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",Pork Products,238.0,21.94,0.0,16.05,107.0,0.0,62.85,0.0,0.0
168291,"Pork, fresh, variety meats and by-products, tail, raw",Pork Products,378.0,17.75,0.0,33.5,97.0,0.0,46.05,,0.0
168292,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried",Pork Products,238.0,27.63,0.0,13.32,79.0,0.0,58.39,0.0,0.0
168293,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",Pork Products,256.0,26.81,0.0,15.71,78.0,0.0,57.11,0.0,0.0
168294,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",Pork Products,172.0,30.46,0.0,4.62,69.0,0.0,64.81,0.0,0.0
168295,"Pork, cured, ham, boneless, extra lean and regular, unheated",Pork Products,162.0,18.26,2.28,8.39,53.0,0.0,66.92,0.0,0.0
168296,"Pork, cured, ham, boneless, extra lean and regular, roasted",Pork Products,165.0,21.97,0.5,7.66,57.0,0.0,65.75,0.0,0.0
168297,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",Pork Products,238.0,26.36,0.0,13.89,88.0,0.0,58.53,0.0,0.1
168298,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",Pork Products,229.0,26.68,0.0,13.6,75.0,0.0,59.42,0.0,0.0
168299,"Pork, fresh, backribs, separable lean and fat, raw",Pork Products,224.0,19.07,0.0,16.33,69.0,0.0,63.47,0.0,0.0
168300,"Pork, fresh, backribs, separable lean and fat, cooked, roasted",Pork Products,292.0,23.01,0.0,21.51,84.0,0.0,54.82,0.0,0.0
168301,"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",Pork Products,252.0,26.99,0.0,15.15,81.0,0.0,57.33,,0.4
168302,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",Pork Products,152.0,21.8,0.0,6.48,55.0,0.0,71.98,0.0,0.3
